1
0.00	0.00	0.00
0.00	0.00	0.00
1.94
0.55
0.37	0.18	0.48
21
2990944.56	-125257.10	-315094.03
-125257.10	5126493.38	534346.35
-315094.03	534346.35	4120745.56
5381860.39	2908920.60	3947402.51
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.09
0.58
0.42	0.18	0.52
22
3439089.31	-172003.82	-416791.87
-172003.82	6034629.41	692600.44
-416791.87	692600.44	4760267.01
6375169.18	3318286.02	4540530.53
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.26
0.60
0.46	0.18	0.56
23
3941198.73	-225132.62	-530049.06
-225132.62	7057736.93	893758.69
-530049.06	893758.69	5466961.73
7509673.14	3774164.65	5182059.61
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.48
0.62
0.51	0.17	0.60
24
4491124.71	-310327.52	-668677.56
-310327.52	8223111.94	1164132.04
-668677.56	1164132.04	6271446.97
8840671.89	4266286.37	5878725.34
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.83
0.65
0.58	0.17	0.65
25
5094852.53	-414467.26	-865966.94
-414467.26	9501709.75	1486624.45
-865966.94	1486624.45	7147190.53
10330176.18	4774477.87	6639098.75
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
3.36
0.66
0.64	0.17	0.70
26
5775473.19	-589283.57	-1126877.53
-589283.57	10933696.17	1909994.09
-1126877.53	1909994.09	8107159.70
12069184.25	5313347.63	7433797.18
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
4.57
0.69
0.74	0.16	0.78
27
6540168.89	-833159.52	-1466222.47
-833159.52	12683453.66	2485564.56
-1466222.47	2485564.56	9199276.66
14241491.40	5878630.38	8302777.42
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
16.65
0.71
0.93	0.16	0.94
28
7363089.30	-1065385.48	-1812614.47
-1065385.48	14480517.72	3033388.54
-1812614.47	3033388.54	10313029.74
16435178.56	6481242.14	9240216.04
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
5.19
0.70
0.77	0.16	0.81
29
8244215.22	-1285546.16	-2148223.45
-1285546.16	16208388.75	3494348.89
-2148223.45	3494348.89	11347764.09
18487621.36	7115449.64	10197297.04
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
4.28
0.70
0.72	0.15	0.77
30
9226378.83	-1512182.03	-2495773.46
-1512182.03	18012828.83	3915535.97
-2495773.46	3915535.97	12405134.20
20580301.29	7814201.36	11249839.19
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
3.98
0.69
0.70	0.16	0.75
31
10228631.68	-1769501.92	-2842172.82
-1769501.92	19878184.14	4332906.54
-2842172.82	4332906.54	13462308.80
22729535.30	8523590.91	12315998.38
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
3.75
0.69
0.68	0.16	0.73
32
11316321.58	-2079965.66	-3205515.37
-2079965.66	21879538.20	4777093.55
-3205515.37	4777093.55	14523706.01
25033073.15	9274121.62	13412371.00
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
3.53
0.69
0.66	0.15	0.72
33
12475470.48	-2450523.51	-3570350.93
-2450523.51	24022948.50	5216305.46
-3570350.93	5216305.46	15570401.84
27468318.22	10064117.41	14536385.16
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
3.34
0.69
0.65	0.15	0.70
34
13683247.99	-2894576.40	-3949696.31
-2894576.40	26255898.04	5684305.45
-3949696.31	5684305.45	16634160.93
30040267.62	10872777.41	15660261.90
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
3.15
0.69
0.63	0.15	0.68
35
15002607.01	-3379602.61	-4358316.83
-3379602.61	28589088.83	6182252.44
-4358316.83	6182252.44	17771621.28
32763367.84	11740513.01	16859436.23
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
3.02
0.70
0.61	0.15	0.67
36
16434824.80	-3931406.84	-4808425.36
-3931406.84	31073108.59	6737937.11
-4808425.36	6737937.11	18976443.84
35710208.46	12652430.31	18121738.42
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.89
0.70
0.60	0.14	0.65
37
17903088.27	-4404533.26	-5256516.89
-4404533.26	33512381.02	7257288.16
-5256516.89	7257288.16	20210374.67
38572962.78	13582141.91	19470739.23
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.84
0.70
0.59	0.14	0.65
38
19373894.48	-4822313.88	-5668062.22
-4822313.88	35956023.40	7799585.87
-5668062.22	7799585.87	21437915.02
41421274.11	14527932.94	20818625.80
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.80
0.70
0.58	0.14	0.64
39
20820157.13	-5210457.47	-6024855.68
-5210457.47	38363432.71	8252925.21
-6024855.68	8252925.21	22645864.64
44146784.94	15505638.45	22177031.04
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.80
0.70
0.58	0.14	0.64
40
22284527.87	-5566734.38	-6368150.84
-5566734.38	40745936.02	8645057.90
-6368150.84	8645057.90	23805389.60
46786380.14	16479293.17	23570180.14
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.83
0.70
0.59	0.14	0.65
41
23730427.00	-5893805.85	-6702389.46
-5893805.85	43123195.55	9010648.20
-6702389.46	9010648.20	24975953.30
49388660.87	17453001.18	24987913.74
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.86
0.70
0.59	0.14	0.65
42
25133998.97	-6261604.03	-7015555.76
-6261604.03	45508130.45	9369986.64
-7015555.76	9369986.64	26137201.94
52005524.85	18425565.68	26348240.78
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.88
0.70
0.59	0.14	0.65
43
26501361.66	-6598109.38	-7349071.80
-6598109.38	47917947.57	9758948.40
-7349071.80	9758948.40	27335651.62
54654128.49	19371079.65	27729752.65
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.89
0.70
0.60	0.14	0.65
44
27840695.85	-6910021.04	-7686096.01
-6910021.04	50312515.51	10133306.12
-7686096.01	10133306.12	28530120.51
57267115.65	20295948.69	29120267.47
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.90
0.70
0.60	0.14	0.66
45
29225091.57	-7184845.59	-8024701.55
-7184845.59	52787414.74	10554871.18
-8024701.55	10554871.18	29816314.80
59972287.04	21277956.43	30578577.57
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.92
0.70
0.60	0.14	0.66
46
30684953.45	-7438910.07	-8342348.85
-7438910.07	55355989.69	10974038.34
-8342348.85	10974038.34	31182080.55
62750554.88	22355639.55	32116829.19
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.96
0.70
0.60	0.15	0.66
47
32118310.87	-7701251.21	-8668623.62
-7701251.21	58133301.23	11455209.75
-8668623.62	11455209.75	32639202.74
65747850.98	23457903.72	33685060.08
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.97
0.70
0.61	0.15	0.66
48
33473970.85	-7913839.16	-8976971.42
-7913839.16	60967970.45	11953145.96
-8976971.42	11953145.96	34121363.07
68769020.40	24549416.93	35244866.96
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.98
0.70
0.61	0.15	0.66
49
34874260.68	-8099528.45	-9253155.45
-8099528.45	63878362.67	12504975.14
-9253155.45	12504975.14	35709650.44
71885469.05	25739312.25	36837492.39
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.99
0.70
0.61	0.14	0.67
50
36390511.34	-8299701.85	-9569229.50
-8299701.85	66911144.42	13077416.49
-9569229.50	13077416.49	37367406.94
75148692.20	26978476.97	38541893.45
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
3.00
0.70
0.61	0.14	0.67
51
37879998.97	-8535712.45	-9864459.37
-8535712.45	69876791.64	13585390.59
-9864459.37	13585390.59	39034484.44
78331317.62	28245387.36	40214569.99
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
3.02
0.70
0.61	0.14	0.67
52
39388170.03	-8910300.86	-10270663.34
-8910300.86	72812022.56	14162996.29
-10270663.34	14162996.29	40735657.52
81634742.28	29437739.52	41863368.22
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
3.02
0.70
0.61	0.14	0.67
53
40893962.20	-9388427.74	-10705257.09
-9388427.74	75711302.58	14798160.45
-10705257.09	14798160.45	42538625.12
85019690.13	30660255.69	43463943.99
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
3.00
0.71
0.61	0.14	0.67
54
42465967.69	-9971257.70	-11175577.46
-9971257.70	78739688.08	15437761.39
-11175577.46	15437761.39	44322966.51
88570753.66	31880637.14	45077231.38
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.96
0.71
0.61	0.14	0.66
55
44174149.81	-10701951.35	-11771896.53
-10701951.35	81982227.47	16079129.60
-11771896.53	16079129.60	46142520.40
92407836.64	33076408.72	46814652.22
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.91
0.71
0.60	0.14	0.66
56
45841189.66	-11414170.21	-12327952.91
-11414170.21	85175294.96	16689089.47
-12327952.91	16689089.47	47832688.47
96148219.73	34223680.46	48477272.80
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.87
0.71
0.59	0.14	0.65
57
47480212.90	-12068447.88	-12846960.94
-12068447.88	88298236.70	17234675.19
-12846960.94	17234675.19	49491173.99
99748829.23	35376455.41	50144338.84
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.84
0.71
0.59	0.14	0.65
58
49086540.65	-12715913.49	-13333992.41
-12715913.49	91327210.64	17760282.35
-13333992.41	17760282.35	51144784.46
103251095.30	36541853.56	51765586.79
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.82
0.71
0.59	0.14	0.64
59
50695088.73	-13321204.55	-13855353.63
-13321204.55	94300496.25	18224128.17
-13855353.63	18224128.17	52720675.74
106646102.94	37633955.69	53436201.97
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.80
0.70
0.59	0.14	0.64
60
52408032.37	-13963871.10	-14447411.21
-13963871.10	97298794.33	18759893.45
-14447411.21	18759893.45	54380439.93
110166181.79	38744133.26	55176951.45
0.00	0.00	0.00
0.00	0.00	0.00
0.00	0.00	0.00
2.79
0.70
0.58	0.14	0.64
